No.	Pokémon	Entry	Bucket	Weight	Lv. Min	Lv. Max	Biomes	Excluded Biomes	Time	Weather	Multipliers	Context	Presets	Conditions	Anticonditions	skyLightMin	skyLightMax	canSeeSky	
666	Vivillon [High Plains]	1	common	2	12	41	Badlands		day	any		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=fancy
666	Vivillon [Fancy]	2	common	2	12	41	Cherry Blossom		day	clear		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=ocean
666	Vivillon [Ocean]	3	common	2	12	41	Coast, Warm Ocean	Cold Ocean, Frozen Ocean, Lukewarm Ocean, Temperate Ocean	day	clear		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=sandstorm
666	Vivillon [Sandstorm]	4	common	2	12	41	Desert	Badlands	day	any		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=meadow
666	Vivillon [Meadow]	5	common	2	12	41	Floral	Cherry Blossom, Magical, Sunflower Plains	day	clear		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=meadow
666	Vivillon [Meadow]	6	common	5	12	41	Floral Meadow		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	vivillon_wings=garden
666	Vivillon [Garden]	7	common	2	12	41	Forest	Cherry Blossom, Floral, Jungle, Magical, Mountain, Mushroom, Plains, Spooky, Swamp	day	clear		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=river
666	Vivillon [River]	8	common	2	12	41	Freshwater	Forest, Jungle, Magical, Spooky	day	clear		grounded	Natural		structure:#minecraft:village	8	15		vivillon_wings=polar
666	Vivillon [Polar]	9	common	2	12	41	Frozen Ocean		day	clear		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=tundra
666	Vivillon [Tundra]	10	common	2	12	41	Glacial, Snowy Forest, Tundra	Mountain	day	clear		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=jungle
666	Vivillon [Jungle]	11	common	2	12	41	Jungle	Mountain	day	clear		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=monsoon
666	Vivillon [Monsoon]	12	common	2	12	41	Mountain	Badlands, Desert, Floral, Mushroom, Tropical Island	day	clear		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=archipelago
666	Vivillon [Archipelago]	13	common	2	12	41	Mushroom	Magical, Spooky, Swamp	day	clear		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=marine
666	Vivillon [Marine]	14	common	2	12	41	Ocean	Frozen Ocean, Warm Ocean	day	clear		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=modern
666	Vivillon [Modern]	15	common	2	12	41	Overworld		day	clear		grounded	Natural	structure:#minecraft:village		8	15		vivillon_wings=modern
666	Vivillon [Modern]	15	common	2	12	41	Overworld		day	clear		grounded	Natural, Urban			8	15		vivillon_wings=continental
666	Vivillon [Continental]	16	common	2	12	41	Plains	Floral, Mushroom, Savanna, Sunflower Plains	day	clear		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=savanna
666	Vivillon [Savanna]	17	common	2	12	41	Savanna	Badlands, Desert, Floral, Mountain	day	any		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=sun
666	Vivillon [Sun]	18	common	2	12	41	Sunflower Plains, Sky, Tropical Island		day	clear		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=elegant
666	Vivillon [Elegant]	19	common	2	12	41	Magical, Spooky	Mountain	day	clear		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=icy-snow
666	Vivillon [Icy Snow]	20	common	2	12	41	Taiga	Mountain	day	clear		grounded	Natural	#cobblemon:flowers	structure:#minecraft:village	8	15		vivillon_wings=fancy
666	Vivillon [Fancy]	21	common	2	12	41	Aether		any	any		grounded	Natural	#cobblemon:flowers		8	15		flower=red
669	Flabebe [Red]	1	common	9	5	30	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:red_flowers		8	15		flower=yellow
669	Flabebe [Yellow]	2	common	9	5	30	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:yellow_flowers		8	15		flower=orange
669	Flabebe [Orange]	3	common	9	5	30	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:orange_flowers		8	15		flower=blue
669	Flabebe [Blue]	4	common	9	5	30	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:blue_flowers		8	15		flower=white
669	Flabebe [White]	5	common	9	5	30	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:white_flowers		8	15		flower=pink
669	Flabebe [Pink]	6	common	9	5	30	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:pink_flowers		8	15		flower=white
669	Flabebe [White]	7	common	9	5	30	Aether		any	any		grounded	Natural	#cobblemon:white_flowers		8	15		flower=red, yellow, orange, blue, white, pink
669	Flabebe	8	common	9	5	30	Floral Meadow		any	any	Night x0.25	grounded			structure:#the_bumblezone:sempiternal_sanctums			any	flower=red
670	Floette [Red]	1	common	0.95	19	37	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:red_flowers		8	15		flower=yellow
670	Floette [Yellow]	2	common	0.95	19	37	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:yellow_flowers		8	15		flower=orange
670	Floette [Orange]	3	common	0.95	19	37	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:orange_flowers		8	15		flower=blue
670	Floette [Blue]	4	common	0.95	19	37	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:blue_flowers		8	15		flower=white
670	Floette [White]	5	common	0.95	19	37	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:white_flowers		8	15		flower=pink
670	Floette [Pink]	6	common	0.95	19	37	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:pink_flowers		8	15		flower=white
670	Floette [White]	7	common	0.95	19	37	Aether		any	any		grounded	Natural	#cobblemon:white_flowers		8	15		flower=red, yellow, orange, blue, white, pink
670	Floette	8	common	0.95	19	37	Floral Meadow		any	any	Night x0.25	grounded			structure:#the_bumblezone:sempiternal_sanctums			any	flower=red
671	Florges [Red]	1	common	0.05	32	55	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:red_flowers		8	15		flower=yellow
671	Florges [Yellow]	2	common	0.05	32	55	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:yellow_flowers		8	15		flower=orange
671	Florges [Orange]	3	common	0.05	32	55	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:orange_flowers		8	15		flower=blue
671	Florges [Blue]	4	common	0.05	32	55	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:blue_flowers		8	15		flower=white
671	Florges [White]	5	common	0.05	32	55	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:white_flowers		8	15		flower=pink
671	Florges [Pink]	6	common	0.05	32	55	Overworld		any	any	Night x0.25	grounded	Natural	#cobblemon:pink_flowers		8	15		flower=white
671	Florges [White]	7	common	0.05	32	55	Aether		any	any		grounded	Natural	#cobblemon:white_flowers		8	15		flower=red, yellow, orange, blue, white, pink
671	Florges	8	common	0.05	32	55	Floral Meadow		any	any	Night x0.25	grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
679	Honedge	1	uncommon	84	8	33	Nether		any	any		grounded	Natural, Nether_Structures					any	
679	Honedge	2	uncommon	50.4	8	33	Overworld		any	any		grounded		structure:#cobblemon:ruin		8	15		
679	Honedge	3	uncommon	84	8	33	Overworld		any	any		grounded	Stronghold			0	7		
679	Honedge	4	uncommon	5.04	8	33	Aether		any	any		grounded		structure:#aether:dungeons		0	7		
680	Doublade	1	uncommon	15.2	35	45	Nether		any	any		grounded	Natural, Nether_Structures					any	
680	Doublade	2	uncommon	7.12	35	45	Overworld		any	any		grounded		structure:#cobblemon:ruin		8	15		
680	Doublade	3	uncommon	15.2	35	45	Overworld		any	any		grounded	Stronghold			0	7		
680	Doublade	4	uncommon	0.712	35	45	Aether		any	any		grounded		structure:#aether:dungeons		0	7		
681	Aegislash	1	uncommon	0.8	40	50	Nether		any	any		grounded	Natural, Nether_Structures					any	
681	Aegislash	2	uncommon	0.48	40	50	Overworld		any	any		grounded		structure:#cobblemon:ruin		8	15		
681	Aegislash	3	uncommon	0.8	40	50	Overworld		any	any		grounded	Stronghold			0	7		
681	Aegislash	4	uncommon	0.048	40	50	Aether		any	any		grounded		structure:#aether:dungeons		0	7		
688	Binacle	3	uncommon	5.04	6	31	Coast, Ocean		any	any		fishing			minLureLevel = 1			any	
688	Binacle	4	common	1.8	6	31	Coast, Ocean		any	any	Lure3 x3	fishing		minLureLevel = 1				any	
688	Binacle	1	common	1.8	6	31	Coast		any	any		grounded						any	
688	Binacle	2	uncommon	8.4	6	31	Ocean		any	any		seafloor	Water					any	
689	Barbaracle	3	uncommon	0.96	39	50	Coast, Ocean		any	any		fishing			minLureLevel = 1			any	
689	Barbaracle	4	common	0.2	39	50	Coast, Ocean		any	any	Lure3 x3	fishing		minLureLevel = 1				any	
689	Barbaracle	1	common	0.2	39	50	Coast		any	any		grounded						any	
689	Barbaracle	2	uncommon	1.6	39	50	Ocean		any	any		seafloor	Water					any	
690	Skrelp	1	common	1.8	7	32	Ocean		any	any		submerged	Water	minecraft:kelp_plant				TRUE	
690	Skrelp	2	common	1.8	7	32	Coast, Ocean		any	any	Lure2 x3, Lure3 x5	fishing		minecraft:kelp_plant				TRUE	
690	Skrelp	3	common	1.8	7	32	Ocean		any	any		submerged	Water	minecraft:kelp_plant		8	15	FALSE	
690	Skrelp	4	common	1.8	7	32	Coast, Ocean		any	any	Lure2 x3, Lure3 x5	fishing		minecraft:kelp_plant		8	15	FALSE	
690	Skrelp	5	common	1.8	7	32	Overworld		any	any		submerged	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
690	Skrelp	6	common	1.8	7	32	Overworld		any	any	Lure2 x3, Lure3 x5	fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
691	Dragalge	1	common	0.2	48	49	Ocean		any	any		submerged	Water	minecraft:kelp_plant				TRUE	
691	Dragalge	2	common	0.2	48	49	Coast, Ocean		any	any	Lure2 x3, Lure3 x5	fishing		minecraft:kelp_plant				TRUE	
691	Dragalge	3	common	0.2	48	49	Ocean		any	any		submerged	Water	minecraft:kelp_plant		8	15	FALSE	
691	Dragalge	4	common	0.2	48	49	Coast, Ocean		any	any	Lure2 x3, Lure3 x5	fishing		minecraft:kelp_plant		8	15	FALSE	
691	Dragalge	5	common	0.2	48	49	Overworld		any	any		submerged	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
691	Dragalge	6	common	0.2	48	49	Overworld		any	any	Lure2 x3, Lure3 x5	fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
692	Clauncher	1	common	1.8	8	33	Ocean		any	any		seafloor	Water					TRUE	
692	Clauncher	2	common	1.8	8	33	Coast, Ocean		any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
692	Clauncher	3	common	1.8	8	33	Coast, Ocean		any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
693	Clawitzer	1	common	0.2	37	50	Ocean		any	any		submerged	Water					TRUE	
693	Clawitzer	2	common	0.2	37	50	Coast, Ocean		any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
693	Clawitzer	3	common	0.2	37	50	Ocean		any	any		submerged	Water			8	15	FALSE	
693	Clawitzer	4	common	0.2	37	50	Coast, Ocean		any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
696	Tyrunt	1	ultra-rare	6	11	36	Lush		any	any		grounded	Natural			0	7		
697	Tyrantrum	1	ultra-rare	4	39	52	Lush		any	any		grounded	Natural			0	7		
698	Amaura	1	ultra-rare	6	11	36	Lush		any	any		grounded	Natural			0	7		
699	Aurorus	1	ultra-rare	4	39	52	Lush		any	any		grounded	Natural			0	7		
700	Sylveon	1	ultra-rare	1.2	28	53	Floral, Magical, Skyroot Grove, Skyroot Meadow	Spooky	any	any		grounded	Natural			8	15		
700	Sylveon	2	uncommon	0.025	28	53	Overworld		any	any		grounded	Natural, Urban			8	15		
700	Sylveon	3	uncommon	0.025	28	53	Overworld		any	any		grounded	Natural	structure:#minecraft:village		8	15		
700	Sylveon	4	uncommon	0.125	28	53	Overworld		any	any		grounded	Mansion					FALSE	
703	Carbink	1	common	100	25	50	Overworld	Deep Dark	any	any		grounded	Natural	#minecraft:diamond_ores		0	7		
703	Carbink	2	uncommon	10	25	50	Nether Quartz		any	any		grounded	Natural	on minecraft:quartz_block				any	
703	Carbink	3	common	10	25	50	Crystal Canyon		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
704	Goomy	1	rare	7.5	5	30	Swamp		any	rain		grounded	Natural, Wild			8	15		
704	Goomy	2	ultra-rare	6	5	30	Swamp		any	clear		grounded	Natural, Wild		Slime Chunk	8	15		
704	Goomy	3	rare	7.5	5	30	Swamp		any	clear		grounded	Natural, Wild	Slime Chunk		8	15		
704	Goomy	4	ultra-rare	6	5	30	Swamp		any	any		fishing			Slime Chunk	8	15		
704	Goomy	5	rare	7.5	5	30	Swamp		any	any		fishing		Slime Chunk		8	15		
704	Goomy	6	ultra-rare	6	5	30	Overworld	Arid, Coast, Ocean, Freezing, Swamp	any	any		fishing		Slime Chunk		8	15		region_bias=hisui
704	Goomy	7	rare	7.5	5	30	Dripstone, Lush		any	any		grounded	Natural			0	7		region_bias=hisui
704	Goomy	8	ultra-rare	6	5	30	Overworld	Dripstone, Lush	any	any		grounded	Natural	#minecraft:water	Slime Chunk	0	7		region_bias=hisui
704	Goomy	9	rare	7.5	5	30	Overworld	Dripstone, Lush	any	any		grounded	Natural	Slime Chunk		0	7		region_bias=hisui
704	Goomy	10	rare	7.5	5	30	Dripstone, Lush		any	any		fishing	Natural		minLureLevel = 2	0	7		region_bias=hisui
704	Goomy	11	common	1.8	5	30	Dripstone, Lush		any	any	Lure3 x3	fishing	Natural	minLureLevel = 2		0	7		region_bias=hisui
704	Goomy	12	ultra-rare	6	5	30	Overworld	Dripstone, Lush	any	any		fishing	Natural		minLureLevel = 2, Slime Chunk	0	7		region_bias=hisui
704	Goomy	13	rare	7.5	5	30	Overworld	Dripstone, Lush	any	any		fishing	Natural	minLureLevel = 2, maxLureLevel = 2	Slime Chunk	0	7		region_bias=hisui
704	Goomy	14	common	1.8	5	30	Overworld	Dripstone, Lush	any	any		fishing	Natural	minLureLevel = 3	Slime Chunk	0	7		region_bias=hisui
704	Goomy	15	rare	7.5	5	30	Overworld	Dripstone, Lush	any	any		fishing	Natural	Slime Chunk	minLureLevel = 2	0	7		region_bias=hisui
704	Goomy	16	common	1.8	5	30	Overworld	Dripstone, Lush	any	any	Lure3 x3	fishing	Natural	minLureLevel = 2, Slime Chunk		0	7		
705	Sliggoo	1	rare	2.25	40	45	Swamp		any	rain		grounded	Natural, Wild			8	15		
705	Sliggoo	2	ultra-rare	3.6	40	45	Swamp		any	clear		grounded	Natural, Wild		Slime Chunk	8	15		
705	Sliggoo	3	rare	2.25	40	45	Swamp		any	clear		grounded	Natural, Wild	Slime Chunk		8	15		
705	Sliggoo	4	ultra-rare	3.6	40	45	Swamp		any	any		fishing			Slime Chunk	8	15		
705	Sliggoo	5	rare	2.25	40	45	Swamp		any	any		fishing		Slime Chunk		8	15		
705	Sliggoo	6	ultra-rare	3.6	40	45	Overworld	Arid, Coast, Ocean, Freezing, Swamp	any	any		fishing		Slime Chunk		8	15		
705	Sliggoo [Hisuian]	7	rare	2.25	40	45	Dripstone, Lush		any	any		grounded	Natural			0	7		
705	Sliggoo [Hisuian]	8	ultra-rare	3.6	40	45	Overworld	Dripstone, Lush	any	any		grounded	Natural	#minecraft:water	Slime Chunk	0	7		
705	Sliggoo [Hisuian]	9	rare	2.25	40	45	Overworld	Dripstone, Lush	any	any		grounded	Natural	Slime Chunk		0	7		
705	Sliggoo [Hisuian]	10	rare	2.25	40	45	Dripstone, Lush		any	any		fishing	Natural		minLureLevel = 2	0	7		
705	Sliggoo [Hisuian]	11	common	0.18	40	45	Dripstone, Lush		any	any	Lure3 x3	fishing	Natural	minLureLevel = 2		0	7		
705	Sliggoo [Hisuian]	12	ultra-rare	3.6	40	45	Overworld	Dripstone, Lush	any	any		fishing	Natural		minLureLevel = 2, Slime Chunk	0	7		
705	Sliggoo [Hisuian]	13	rare	2.25	40	45	Overworld	Dripstone, Lush	any	any		fishing	Natural	minLureLevel = 2, maxLureLevel = 2	Slime Chunk	0	7		
705	Sliggoo [Hisuian]	14	common	0.18	40	45	Overworld	Dripstone, Lush	any	any		fishing	Natural	minLureLevel = 3	Slime Chunk	0	7		
705	Sliggoo [Hisuian]	15	rare	2.25	40	45	Overworld	Dripstone, Lush	any	any		fishing	Natural	Slime Chunk	minLureLevel = 2	0	7		
705	Sliggoo [Hisuian]	16	common	0.18	40	45	Overworld	Dripstone, Lush	any	any	Lure3 x3	fishing	Natural	minLureLevel = 2, Slime Chunk		0	7		
706	Goodra	1	rare	0.25	50	60	Swamp		any	rain		grounded	Natural, Wild			8	15		
706	Goodra	2	ultra-rare	0.4	50	60	Swamp		any	clear		grounded	Natural, Wild		Slime Chunk	8	15		
706	Goodra	3	rare	0.25	50	60	Swamp		any	clear		grounded	Natural, Wild	Slime Chunk		8	15		
706	Goodra	4	ultra-rare	0.4	50	60	Swamp		any	any		fishing			Slime Chunk	8	15		
706	Goodra	5	rare	0.25	50	60	Swamp		any	any		fishing		Slime Chunk		8	15		
706	Goodra	6	ultra-rare	0.4	50	60	Overworld	Arid, Coast, Ocean, Freezing, Swamp	any	any		fishing		Slime Chunk		8	15		
706	Goodra [Hisuian]	7	rare	0.25	50	60	Dripstone, Lush		any	any		grounded	Natural			0	7		
706	Goodra [Hisuian]	8	ultra-rare	0.4	50	60	Overworld	Dripstone, Lush	any	any		grounded	Natural	#minecraft:water	Slime Chunk	0	7		
706	Goodra [Hisuian]	9	rare	0.25	50	60	Overworld	Dripstone, Lush	any	any		grounded	Natural	Slime Chunk		0	7		
706	Goodra [Hisuian]	10	rare	0.25	50	60	Dripstone, Lush		any	any		fishing	Natural		minLureLevel = 2	0	7		
706	Goodra [Hisuian]	11	common	0.02	50	60	Dripstone, Lush		any	any	Lure3 x3	fishing	Natural	minLureLevel = 2		0	7		
706	Goodra [Hisuian]	12	ultra-rare	0.4	50	60	Overworld	Dripstone, Lush	any	any		fishing	Natural		minLureLevel = 2, Slime Chunk	0	7		
706	Goodra [Hisuian]	13	rare	0.25	50	60	Overworld	Dripstone, Lush	any	any		fishing	Natural	minLureLevel = 2, maxLureLevel = 2	Slime Chunk	0	7		
706	Goodra [Hisuian]	14	common	0.02	50	60	Overworld	Dripstone, Lush	any	any		fishing	Natural	minLureLevel = 3	Slime Chunk	0	7		
706	Goodra [Hisuian]	15	rare	0.25	50	60	Overworld	Dripstone, Lush	any	any		fishing	Natural	Slime Chunk	minLureLevel = 2	0	7		
706	Goodra [Hisuian]	16	common	0.02	50	60	Overworld	Dripstone, Lush	any	any	Lure3 x3	fishing	Natural	minLureLevel = 2, Slime Chunk		0	7		
707	Klefki	1	uncommon	6	22	47	Overworld		any	any		grounded	Natural, Urban					any	
707	Klefki	2	uncommon	6	22	47	Overworld		any	any		grounded	Natural	structure:#minecraft:village				any	
707	Klefki	3	common	2	22	47	Overworld		any	any		grounded	Mansion					FALSE	
708	Phantump	1	common	1.9	6	31	Forest, Taiga		night	any		grounded	Natural, Wild			8	15		
708	Phantump	2	common	9.5	6	31	Spooky		night	any		grounded	Natural, Wild			8	15		
709	Trevenant	1	common	0.1	26	47	Forest, Taiga		night	any		grounded	Natural, Wild			8	15		
709	Trevenant	2	common	0.5	26	47	Spooky		night	any		grounded	Natural, Wild			8	15		
710	Pumpkaboo	1	common	5.7	9	34	Overworld		night	any		grounded	Natural	minecraft:pumpkin, minecraft:carved_pumpkin				any	
710	Pumpkaboo	2	uncommon	9.2	9	34	Nether Overgrowth		any	any		grounded	Natural					any	
711	Gourgeist	1	common	0.3	29	49	Overworld		night	any		grounded	Natural	minecraft:pumpkin, minecraft:carved_pumpkin				any	
711	Gourgeist	2	uncommon	0.8	29	49	Nether Overgrowth		any	any		grounded	Natural					any	
712	Bergmite	1	common	9	5	30	Frozen Ocean		any	any		grounded	Natural			8	15		
712	Bergmite	2	common	9	5	30	Frozen Ocean		any	any		surface	Water			8	15		
712	Bergmite	3	common	9	5	30	Frozen Ocean		any	any	Lure0/1 x0.6	fishing						TRUE	
712	Bergmite	4	common	9	5	30	Nether Frozen		any	any		grounded	Natural					any	
712	Bergmite	5	common	9	5	30	Frozen Ocean		any	any	Lure0/1 x0.6	fishing				8	15	FALSE	
713	Avalugg	1	common	1	37	51	Frozen Ocean		any	any		grounded	Natural			8	15		
713	Avalugg	2	common	1	37	51	Frozen Ocean		any	any		surface	Water			8	15		
713	Avalugg	3	common	1	37	51	Frozen Ocean		any	any	Lure0/1 x0.6	fishing						TRUE	
713	Avalugg	4	common	1	37	51	Nether Frozen		any	any		grounded	Natural					any	
713	Avalugg	5	common	1	37	51	Frozen Ocean		any	any	Lure0/1 x0.6	fishing				8	15	FALSE	
722	Rowlet	1	ultra-rare	6	5	32	Forest, Skyroot Forest, Skyroot Woodland, Taiga	Freezing	any	any		grounded	Natural, Treetop			8	15		region_bias=hisui
722	Rowlet	3	ultra-rare	6	5	32	Snowy Forest, Snowy Taiga		any	any		grounded	Natural, Treetop			8	15		
723	Dartrix	1	ultra-rare	3.6	17	42	Forest, Skyroot Forest, Skyroot Woodland, Taiga	Freezing	any	any		grounded	Natural, Treetop			8	15		region_bias=hisui
723	Dartrix	3	ultra-rare	3.6	17	42	Snowy Forest, Snowy Taiga		any	any		grounded	Natural, Treetop			8	15		
724	Decidueye	1	ultra-rare	0.4	34	53	Forest, Skyroot Forest, Skyroot Woodland, Taiga	Freezing	any	any		grounded	Natural, Treetop			8	15		
724	Decidueye [Hisuian]	3	ultra-rare	0.4	34	53	Snowy Forest, Snowy Taiga		any	any		grounded	Natural, Treetop			8	15		
725	Litten	1	ultra-rare	6	5	32	Jungle		any	clear		grounded	Natural			8	15		
726	Torracat	1	ultra-rare	3.6	17	42	Jungle		any	clear		grounded	Natural			8	15		
727	Incineroar	1	ultra-rare	0.4	34	53	Jungle		any	clear		grounded	Natural			8	15		
728	Popplio	1	ultra-rare	6	5	32	Coast		any	any		grounded	Natural			8	15		
728	Popplio	2	ultra-rare	6	5	32	Coast		any	any		submerged	Water					TRUE	
728	Popplio	3	ultra-rare	6	5	32	Coast		any	any		surface	Water			8	15		
728	Popplio	4	ultra-rare	6	5	32	Coast, Ocean, Tropical Island	Freezing	any	any		fishing						TRUE	
728	Popplio	5	ultra-rare	6	5	32	Coast		any	any		submerged	Water			8	15	FALSE	
728	Popplio	6	ultra-rare	6	5	32	Coast, Ocean, Tropical Island	Freezing	any	any		fishing				8	15	FALSE	
729	Brionne	1	ultra-rare	3.6	17	42	Coast		any	any		grounded	Natural			8	15		
729	Brionne	2	ultra-rare	3.6	17	42	Coast		any	any		submerged	Water					TRUE	
729	Brionne	3	ultra-rare	3.6	17	42	Coast		any	any		surface	Water			8	15		
729	Brionne	4	ultra-rare	3.6	17	42	Coast, Ocean, Tropical Island	Freezing	any	any		fishing						TRUE	
729	Brionne	5	ultra-rare	3.6	17	42	Coast		any	any		submerged	Water			8	15	FALSE	
729	Brionne	6	ultra-rare	3.6	17	42	Coast, Ocean, Tropical Island	Freezing	any	any		fishing				8	15	FALSE	
730	Primarina	1	ultra-rare	0.4	34	53	Coast		any	any		grounded	Natural			8	15		
730	Primarina	2	ultra-rare	0.4	34	53	Coast		any	any		submerged	Water					TRUE	
730	Primarina	3	ultra-rare	0.4	34	53	Coast		any	any		surface	Water			8	15		
730	Primarina	4	ultra-rare	0.4	34	53	Coast, Ocean, Tropical Island	Freezing	any	any		fishing						TRUE	
730	Primarina	5	ultra-rare	0.4	34	53	Coast		any	any		submerged	Water			8	15	FALSE	
730	Primarina	6	ultra-rare	0.4	34	53	Coast, Ocean, Tropical Island	Freezing	any	any		fishing				8	15	FALSE	
731	Pikipek	1	common	9	2	27	Jungle, Sky, Tropical Island	Freezing	day	any		grounded				8	15		
732	Trumbeak	1	common	0.9	14	36	Jungle, Sky, Tropical Island	Freezing	day	any		grounded				8	15		
733	Toucannon	1	common	0.1	28	49	Jungle, Sky, Tropical Island	Freezing	day	any		grounded				8	15		
739	Crabrawler	1	common	6	9	34	Coast		any	any		grounded	Natural			8	15		
740	Crabominable	1	uncommon	2	29	48	Peak		any	any		grounded	Natural			8	15		
742	Cutiefly	1	common	9	5	30	Floral		day	clear		grounded	Natural			8	15		
742	Cutiefly	2	common	1.8	5	30	Overworld	Floral	day	clear		grounded	Natural	#cobblemon:flowers		8	15		
742	Cutiefly	3	common	1.8	5	30	Aether		any	any		grounded	Natural	#cobblemon:flowers		8	15		
742	Cutiefly	4	common	42	5	30	Floral Meadow, Pollinated Fields		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
743	Ribombee	1	common	1	25	46	Floral		day	clear		grounded	Natural			8	15		
743	Ribombee	2	common	0.2	25	46	Overworld	Floral	day	clear		grounded	Natural	#cobblemon:flowers		8	15		
743	Ribombee	3	common	0.2	25	46	Aether		any	any		grounded	Natural	#cobblemon:flowers		8	15		
743	Ribombee	4	common	18	25	46	Floral Meadow, Pollinated Fields		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
746	Wishiwashi	1	common	10	1	18	Ocean		any	any		submerged	Water					TRUE	
746	Wishiwashi	2	common	10	1	18	Coast, Ocean		any	any		fishing						TRUE	
746	Wishiwashi	3	common	10	1	18	Ocean		any	any		submerged	Water			8	15	FALSE	
746	Wishiwashi	4	common	10	1	18	Coast, Ocean		any	any		fishing				8	15	FALSE	
747	Mareanie	1	uncommon	5.04	6	31	Coast	Freezing	any	any		grounded				8	15		
747	Mareanie	2	common	1.8	6	31	Coast, Warm Ocean	Freezing	any	any		seafloor	Water					TRUE	
747	Mareanie	3	uncommon	8.4	6	31	Warm Ocean		any	any		fishing			minLureLevel = 1			TRUE	
747	Mareanie	4	common	10	6	31	Warm Ocean		any	any	Lure1/2 x0.6	fishing		minLureLevel = 1				TRUE	
747	Mareanie	5	uncommon	8.4	6	31	Warm Ocean		any	any		fishing			minLureLevel = 1	8	15	FALSE	
747	Mareanie	6	common	10	6	31	Warm Ocean		any	any	Lure1/2 x0.6	fishing		minLureLevel = 1		8	15	FALSE	
748	Toxapex	1	uncommon	0.96	38	50	Coast	Freezing	any	any		grounded				8	15		
748	Toxapex	2	common	0.2	38	50	Coast, Warm Ocean	Freezing	any	any		seafloor	Water					TRUE	
748	Toxapex	3	uncommon	1.6	38	50	Warm Ocean		any	any		fishing			minLureLevel = 1			TRUE	
748	Toxapex	4	common	1	38	50	Warm Ocean		any	any	Lure1/2 x0.6	fishing		minLureLevel = 1				TRUE	
748	Toxapex	5	uncommon	1.6	38	50	Warm Ocean		any	any		fishing			minLureLevel = 1	8	15	FALSE	
748	Toxapex	6	common	1	38	50	Warm Ocean		any	any	Lure1/2 x0.6	fishing		minLureLevel = 1		8	15	FALSE	
749	Mudbray	1	common	1.8	14	39	Badlands, Grassland		any	any	Night x0.25	grounded	Natural			8	15		
